Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Years_on_Market
Mortal Kombat: Deadly Alliance,XB,Fighting,Midway Games,1.7248000000000006,0.336,0.0,0.08960000000000001,2.1504000000000003,8.1,8.4,M,14.0
The Witcher 2: Assassins of Kings,PC,Action,Namco Bandai Games,0.2,0.44800000000000006,0.0,0.11200000000000002,0.768,8.8,8.5,M,5.0
Sniper Elite V2,PS3,Shooter,505 Games,0.24320000000000006,0.24320000000000006,0.038400000000000004,0.08960000000000001,0.6144000000000001,7.0,6.9,M,4.0
ESPN NBA 2K5,XB,Sports,Global Star,1.6896000000000004,0.07680000000000001,0.0,0.07680000000000001,1.8240000000000003,8.5,8.7,E,12.0
Gangs of London,PSP,Adventure,Sony Computer Entertainment,0.48,0.6880000000000001,0.0,0.35200000000000004,1.52,5.2,6.7,M,10.0
Mario Tennis Open,3DS,Sports,Nintendo,0.16640000000000002,0.1856,0.21760000000000002,0.03200000000000001,0.6080000000000001,6.9,6.9,E,4.0
PilotWings Resort,3DS,Simulation,Nintendo,0.32000000000000006,0.288,0.10400000000000001,0.05600000000000001,0.76,7.1,7.4,E,5.0
World Championship Poker,PS2,Misc,Play It,1.5360000000000005,0.05760000000000001,0.0,0.24960000000000007,1.8240000000000003,6.0,7.7,E,12.0
My Weight Loss Coach,DS,Sports,Ubisoft,0.384,0.6912000000000001,0.0,0.1408,1.2160000000000002,6.3,7.6,E,8.0
Tom Clancy's Splinter Cell: Chaos Theory,PS2,Action,Ubisoft,0.6336,0.7920000000000001,0.0,0.24640000000000006,1.6720000000000002,8.7,8.6,M,11.0
Sonic Unleashed,X360,Platform,Sega,0.6912000000000001,0.4096,0.0,0.1152,1.2160000000000002,6.0,7.8,E10+,8.0
SpongeBob SquarePants: Battle for Bikini Bottom,GC,Platform,THQ,1.5392,0.39520000000000005,0.0,0.062400000000000004,1.9760000000000002,7.1,8.6,E,13.0
PlayStation All-Stars Battle Royale,PS3,Action,Sony Computer Entertainment,0.32000000000000006,0.17280000000000004,0.0256,0.096,0.6080000000000001,7.4,7.3,T,4.0
Pro Evolution Soccer 2014,PS3,Action,Konami Digital Entertainment,0.014400000000000003,0.19680000000000003,0.24480000000000005,0.0,0.45600000000000007,7.8,4.1,E,3.0
Tom Clancy's Ghost Recon: Future Soldier,PS3,Shooter,Ubisoft,0.2624,0.2048,0.0576,0.07680000000000001,0.6080000000000001,7.9,6.9,M,4.0
Kessen,PS2,Strategy,Electronic Arts,0.6912000000000001,0.5376000000000001,1.0496,0.17920000000000003,2.4320000000000004,7.5,8.4,T,16.0
Driver: San Francisco,PS3,Racing,Ubisoft,0.192,0.41600000000000004,0.008,0.144,0.76,7.9,7.7,T,5.0
Army of Two: The 40th Day,X360,Shooter,Electronic Arts,0.5952000000000001,0.23040000000000005,0.0,0.0864,0.9120000000000001,7.3,7.3,M,6.0
Lost Planet 2,PS3,Shooter,Capcom,0.27840000000000004,0.3168000000000001,0.19200000000000006,0.12480000000000004,0.9120000000000001,6.8,6.9,T,6.0
LEGO Pirates of the Caribbean: The Video Game,PS3,Action,Disney Interactive Studios,0.288,0.34400000000000003,0.0,0.128,0.76,7.3,7.1,E10+,5.0
Killzone,PS2,Shooter,Sony Computer Entertainment,1.5168000000000006,0.05760000000000001,0.0,0.24960000000000007,1.8048000000000002,7.0,7.4,M,12.0
The SpongeBob SquarePants Movie,GC,Platform,THQ,1.4016000000000002,0.3648000000000001,0.0,0.05760000000000001,1.8048000000000002,7.3,7.8,E,12.0
Star Fox 64 3D,3DS,Shooter,Nintendo,0.384,0.21600000000000003,0.10400000000000001,0.048,0.752,8.1,8.2,E10+,5.0
Castlevania: Lament of Innocence,PS2,Action,Konami Digital Entertainment,0.9568000000000002,0.7488,0.0,0.24960000000000002,1.9552,7.9,8.4,M,13.0
Tom Clancy's Splinter Cell: Blacklist,PS3,Action,Ubisoft,0.16320000000000004,0.18720000000000006,0.028800000000000006,0.07200000000000001,0.45120000000000005,8.4,7.7,M,3.0
Skylanders: Spyro's Adventure,PS3,Action,Activision,0.31200000000000006,0.31200000000000006,0.0,0.128,0.752,7.7,4.8,E10+,5.0
Phantasy Star Portable,PSP,Role-Playing,Sega,0.24320000000000006,0.07680000000000001,0.8064,0.06400000000000002,1.2032,6.4,7.8,T,8.0
WWE SmackDown vs. Raw 2009,PS3,Fighting,THQ,0.6528,0.384,0.0128,0.15360000000000001,1.2032,7.8,7.0,T,8.0
NCAA Football 10,X360,Sports,Electronic Arts,0.9744000000000002,0.0,0.0,0.07840000000000003,1.0528000000000002,8.3,6.7,E,7.0
Brutal Legend,PS3,Action,Electronic Arts,0.6048000000000001,0.30240000000000006,0.0,0.14560000000000003,1.0528000000000002,8.3,7.6,M,7.0
Tony Hawk: RIDE,Wii,Sports,Activision,0.7727999999999999,0.19040000000000004,0.0,0.08960000000000001,1.0528000000000002,4.7,4.5,E10+,7.0
Bully,PS2,Action,Take-Two Interactive,1.2000000000000002,0.048,0.064,0.192,1.504,8.7,9.1,T,10.0
Prince of Persia: The Sands of Time,XB,Action,Ubisoft,1.1856,0.6864,0.0,0.08320000000000001,1.9552,9.2,7.8,T,13.0
MLB 06: The Show,PS2,Sports,Sony Computer Entertainment,1.2480000000000002,0.048,0.0,0.20800000000000002,1.504,8.3,8.9,E,10.0
NHL 2003,PS2,Sports,Electronic Arts,1.0304000000000002,0.8064,0.0,0.26880000000000004,2.0832000000000006,7.9,6.8,E,14.0
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,Fighting,Namco Bandai Games,0.15360000000000001,0.15360000000000001,0.07200000000000001,0.07200000000000001,0.44640000000000013,7.7,7.9,T,3.0
EA Sports UFC 2,PS4,Sports,Electronic Arts,0.0,0.0,0.0,0.0,0.0,7.9,6.2,T,0.0
The Sims 2,DS,Simulation,Electronic Arts,1.4256000000000004,0.08800000000000002,0.0,0.12320000000000003,1.6368000000000003,7.0,6.1,E10+,11.0
Tony Hawk's Pro Skater 4,XB,Sports,Activision,1.3216,0.672,0.0,0.08960000000000001,2.0832000000000006,9.0,8.5,T,14.0
Dragon Age: Inquisition,XOne,Role-Playing,Electronic Arts,0.17920000000000003,0.08960000000000001,0.0,0.0288,0.29760000000000003,8.5,6.9,M,2.0
White Knight Chronicles: International Edition,PS3,Role-Playing,Sony Computer Entertainment,0.42240000000000005,0.2048,0.4608,0.1024,1.1904000000000001,6.4,7.5,T,8.0
SingStar Abba,PS3,Misc,Sony Computer Entertainment,0.3456000000000001,0.6400000000000001,0.0,0.2048,1.1904000000000001,7.0,5.5,T,8.0
Kirby: Planet Robobot,3DS,Action,Nintendo,0.0,0.0,0.0,0.0,0.0,8.1,8.7,E,0.0
Guitar Hero: Metallica,Wii,Misc,Activision,0.4480000000000001,0.4816000000000001,0.0,0.11200000000000003,1.0416000000000003,8.5,8.6,T,7.0
Teenage Mutant Ninja Turtles,GBA,Action,Unknown,1.3936000000000002,0.52,0.0,0.041600000000000005,1.9344000000000003,7.1,8.8,E,13.0
Bayonetta,X360,Action,Sega,0.5712,0.28,0.1008,0.08960000000000001,1.0416000000000003,9.0,8.0,M,7.0
MLB 07: The Show,PS2,Sports,Sony Computer Entertainment,1.1088000000000002,0.0432,0.0,0.18720000000000003,1.3392000000000002,8.3,8.6,E,9.0
Cars,GC,Racing,THQ,1.152,0.30400000000000005,0.0,0.048,1.4880000000000002,7.1,7.0,E,10.0
Build-A-Bear Workshop,DS,Simulation,Game Factory,1.2240000000000002,0.014400000000000001,0.0,0.10080000000000001,1.3392000000000002,6.1,4.8,E,9.0
Kingdom Hearts Re:coded,DS,Role-Playing,Square Enix,0.5088000000000001,0.0864,0.25920000000000004,0.048000000000000015,0.8928000000000003,6.6,7.0,E10+,6.0
Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,0.4032,0.5040000000000001,0.022400000000000003,0.11200000000000003,1.0416000000000003,7.7,7.8,M,7.0
Lego Batman 3: Beyond Gotham,PS4,Action,Warner Bros. Interactive Entertainment,0.1184,0.12800000000000003,0.0,0.048,0.29760000000000003,7.3,7.1,E10+,2.0
Wipeout: In The Zone,X360,Misc,Activision,0.6960000000000001,0.0,0.0,0.048,0.7440000000000001,3.9,5.6,E10+,5.0
Brothers in Arms: Hell's Highway,PS3,Shooter,Ubisoft,0.5632,0.43520000000000003,0.0,0.192,1.1904000000000001,7.6,8.0,M,8.0
The LEGO Movie Videogame,PS3,Action,Warner Bros. Interactive Entertainment,0.10560000000000001,0.13760000000000003,0.0064,0.048,0.29760000000000003,8.0,6.8,E10+,2.0
Assassin's Creed III,PC,Action,Ubisoft,0.17920000000000003,0.33920000000000006,0.0,0.07680000000000001,0.5952000000000001,8.0,6.2,M,4.0
Borderlands 2,PC,Shooter,Take-Two Interactive,0.26880000000000004,0.2624,0.0,0.06400000000000002,0.5952000000000001,8.9,8.2,M,4.0
Teenage Mutant Ninja Turtles,PS2,Action,Konami Digital Entertainment,0.9360000000000002,0.728,0.0,0.24960000000000002,1.9136000000000004,5.9,8.7,E,13.0
Disney Magical World,3DS,Adventure,Nintendo,0.08160000000000002,0.09600000000000003,0.25440000000000007,0.014400000000000003,0.4416000000000001,7.1,7.5,E,3.0
Top Gun: Combat Zones,PS2,Simulation,Titus,1.08,0.8399999999999999,0.0,0.28800000000000003,2.208,6.3,3.3,E,15.0
NCAA Football 11,X360,Sports,Electronic Arts,0.8256000000000002,0.0,0.0,0.05760000000000001,0.8832000000000002,8.6,7.1,E,6.0
007: The World is not Enough,PS,Action,Electronic Arts,1.3056,0.8959999999999999,0.0,0.15360000000000001,2.3552000000000004,6.1,6.7,T,16.0
Phoenix Wright: Ace Attorney,DS,Adventure,Capcom,0.7744000000000001,0.08800000000000002,0.6864000000000001,0.08800000000000002,1.6192000000000004,8.1,9.2,T,11.0
MLB 15: The Show,PS4,Sports,Sony Computer Entertainment,0.10880000000000001,0.0128,0.0,0.027200000000000002,0.14720000000000003,8.0,7.8,E,1.0
South Park: The Stick of Truth,PS3,Role-Playing,Ubisoft,0.13760000000000003,0.10880000000000001,0.0,0.0512,0.29440000000000005,8.5,8.5,M,2.0
South Park: The Stick of Truth,X360,Role-Playing,Ubisoft,0.1856,0.08320000000000001,0.0,0.0288,0.29440000000000005,8.2,8.4,M,2.0
MLB 12: The Show,PS3,Sports,Sony Computer Entertainment,0.5504000000000001,0.0,0.0,0.038400000000000004,0.5888000000000001,8.7,7.5,E,4.0
SpongeBob SquarePants: The Yellow Avenger,PSP,Action,THQ,0.8800000000000001,0.336,0.0,0.256,1.4720000000000002,4.8,6.4,E,10.0
Dante's Inferno,X360,Action,Electronic Arts,0.6048000000000001,0.19200000000000006,0.019200000000000002,0.06720000000000002,0.8832000000000002,7.3,7.7,M,6.0
Wii Play: Motion,Wii,Misc,Nintendo,0.18400000000000002,0.336,0.144,0.072,0.7360000000000001,6.0,6.1,E10+,5.0
WWE SmackDown vs. Raw 2009,X360,Fighting,THQ,0.7424,0.33280000000000004,0.0,0.1024,1.1776000000000002,7.9,7.1,T,8.0
Sonic Riders,GC,Racing,Sega,1.136,0.288,0.0,0.048,1.4720000000000002,5.9,8.0,E,10.0
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,0.48,0.512,0.336,0.128,1.4720000000000002,7.9,7.8,T,10.0
Harvest Moon 3D: A New Beginning,3DS,Action,Marvelous Entertainment,0.2624,0.10880000000000001,0.192,0.03200000000000001,0.5824000000000001,7.4,8.2,E,4.0
Kung Fu Panda,Wii,Action,Activision,0.6400000000000001,0.4096,0.0,0.1152,1.1648000000000003,7.0,6.7,E10+,8.0
EA Sports Active 2,PS3,Sports,Electronic Arts,0.49920000000000014,0.25920000000000004,0.0,0.11520000000000002,0.8736000000000003,7.8,5.4,E,6.0
Knockout Kings 2002,PS2,Sports,Electronic Arts,1.0080000000000002,0.784,0.0,0.26880000000000004,2.0384000000000007,7.6,8.1,T,14.0
Tom Clancy's EndWar,X360,Strategy,Ubisoft,0.7424,0.30720000000000003,0.0128,0.1152,1.1648000000000003,7.7,7.2,T,8.0
Tokyo Xtreme Racer 3,PS2,Racing,Genki,0.728,0.5616000000000001,0.4368,0.1872,1.8928000000000003,6.3,8.9,E,13.0
Xenoblade Chronicles,Wii,Role-Playing,Nintendo,0.4128000000000001,0.24000000000000005,0.15360000000000001,0.06720000000000002,0.8736000000000003,9.2,8.9,T,6.0
Colin McRae Rally 2.0,PS,Racing,Codemasters,0.0512,2.0480000000000005,0.0512,0.17920000000000003,2.3296000000000006,9.0,8.7,E,16.0
Dynasty Warriors 7,PS3,Action,Tecmo Koei,0.2,0.10400000000000001,0.36800000000000005,0.048,0.7280000000000001,5.7,7.4,T,5.0
NBA 2K14,XOne,Sports,Take-Two Interactive,0.336,0.052800000000000014,0.0,0.0432,0.43680000000000013,8.6,5.7,E,3.0
SSX,PS3,Sports,Electronic Arts,0.22399999999999998,0.2624,0.0128,0.08960000000000001,0.5824000000000001,8.1,6.8,E,4.0
Sonic Riders: Zero Gravity,Wii,Racing,Sega,0.6144000000000001,0.4096,0.0256,0.1152,1.1648000000000003,5.6,8.1,E,8.0
Sonic Mega Collection Plus,XB,Misc,Sega,1.1712000000000002,0.49920000000000014,0.0,0.07680000000000001,1.7472000000000005,7.5,7.9,E,12.0
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,0.25760000000000005,0.5152000000000001,0.056000000000000015,0.19040000000000004,1.0192000000000003,7.6,6.5,M,7.0
Tiger Woods PGA Tour 2002,PS2,Sports,Electronic Arts,0.9856000000000001,0.784,0.0,0.26880000000000004,2.0160000000000005,8.0,7.6,E,14.0
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,0.6480000000000001,0.37440000000000007,0.1584,0.11520000000000001,1.2960000000000003,7.8,8.3,T,9.0
Street Fighter V,PS4,Fighting,Capcom,0.0,0.0,0.0,0.0,0.0,7.7,3.4,T,0.0
Just Cause 3,XOne,Action,Square Enix,0.0704,0.06240000000000001,0.0,0.0128,0.14400000000000002,7.1,7.0,M,1.0
MLB 2005,PS2,Sports,Sony Computer Entertainment,0.8448000000000002,0.672,0.0,0.23040000000000005,1.7280000000000004,7.8,7.6,E,12.0
Marvel: Ultimate Alliance 2,X360,Role-Playing,Activision,0.7616000000000002,0.168,0.0,0.08960000000000001,1.0080000000000002,7.3,7.3,T,7.0
Burnout Revenge,PS2,Racing,Electronic Arts,1.3200000000000003,0.05280000000000001,0.0,0.21120000000000003,1.5840000000000003,9.0,8.8,E10+,11.0
Crysis 3,X360,Shooter,Electronic Arts,0.24480000000000005,0.14880000000000002,0.0048000000000000004,0.038400000000000004,0.4320000000000001,7.6,6.7,M,3.0
The Witcher 2: Assassins of Kings,X360,Action,Namco Bandai Games,0.30720000000000003,0.2048,0.0128,0.0512,0.5760000000000001,8.8,8.3,M,4.0
Homefront,PS3,Shooter,THQ,0.256,0.31200000000000006,0.032,0.12,0.7200000000000001,7.0,5.7,M,5.0
LEGO Jurassic World,PS4,Action,Warner Bros. Interactive Entertainment,0.0512,0.06720000000000001,0.0032,0.022400000000000003,0.14400000000000002,7.0,7.0,E10+,1.0
The Elder Scrolls Online,PC,Role-Playing,Bethesda Softworks,0.1024,0.1632,0.0,0.022400000000000003,0.28800000000000003,7.1,5.7,M,2.0
Hot Shots Tennis,PS2,Sports,Sony Computer Entertainment,0.272,0.20800000000000002,0.8800000000000001,0.08000000000000002,1.4400000000000002,7.0,8.1,E,10.0
MX vs. ATV Reflex,PS3,Racing,THQ,0.5824000000000001,0.28,0.0,0.13440000000000002,1.0080000000000002,7.4,7.4,E,7.0
Madden NFL 25,PS4,Sports,Electronic Arts,0.30240000000000006,0.06240000000000002,0.0,0.07200000000000001,0.4320000000000001,7.4,5.2,E,3.0
Sonic Heroes,XB,Platform,Sega,0.8528000000000001,0.8944000000000001,0.020800000000000003,0.10400000000000002,1.8720000000000003,7.3,7.6,E,13.0
Spider-Man 3,PS2,Platform,Activision,1.0655999999999999,0.0432,0.014400000000000001,0.1728,1.2960000000000003,5.0,6.5,T,9.0
James Bond 007: Agent Under Fire,XB,Shooter,Electronic Arts,1.4560000000000002,0.49280000000000007,0.0,0.06720000000000001,2.0160000000000005,7.1,7.5,T,14.0
LEGO Marvel Super Heroes,3DS,Action,Warner Bros. Interactive Entertainment,0.20160000000000003,0.1728,0.019200000000000002,0.03360000000000001,0.4320000000000001,6.1,5.2,E10+,3.0
DJ Hero,PS3,Misc,Activision,0.4704000000000001,0.3808000000000001,0.0,0.15680000000000005,1.0080000000000002,8.6,7.8,T,7.0
X-Men Legends,XB,Role-Playing,Activision,1.1904000000000001,0.4608000000000001,0.0,0.07680000000000001,1.7280000000000004,8.2,8.5,T,12.0
NBA Live 2005,XB,Sports,Electronic Arts,1.5552000000000006,0.09600000000000003,0.0,0.07680000000000001,1.7280000000000004,8.5,7.6,E,12.0
Harry Potter: Quidditch World Cup,PS2,Sports,Electronic Arts,0.9152000000000001,0.7072,0.0,0.22880000000000003,1.8720000000000003,6.8,6.6,E,13.0
Blitz: The League,PS2,Sports,Unknown,1.3024,0.05280000000000001,0.0,0.21120000000000003,1.5664000000000002,7.6,8.0,M,11.0
Castlevania: Circle of the Moon,GBA,Platform,Konami Digital Entertainment,1.44,0.528,0.12000000000000002,0.048,2.136,9.1,8.5,T,15.0
SOCOM 4: U.S. Navy SEALs,PS3,Shooter,Sony Computer Entertainment,0.528,0.08800000000000001,0.032,0.064,0.7120000000000001,6.7,6.3,M,5.0
Tiger Woods PGA Tour 06,PS2,Sports,Electronic Arts,1.3024,0.05280000000000001,0.0,0.21120000000000003,1.5664000000000002,8.3,6.2,E,11.0
FIFA Street,X360,Sports,Electronic Arts,0.10880000000000001,0.39680000000000004,0.0,0.06400000000000002,0.5696000000000001,7.7,6.7,E,4.0
Classic NES Series: The Legend of Zelda,GBA,Adventure,Nintendo,0.8832000000000002,0.3264000000000001,0.4608000000000001,0.038400000000000004,1.7088000000000005,8.4,8.6,E,12.0
Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,0.8064000000000001,0.30720000000000003,0.5760000000000001,0.038400000000000004,1.7088000000000005,8.5,9.1,E,12.0
Killzone: Liberation,PSP,Shooter,Sony Computer Entertainment,0.7040000000000001,0.43200000000000005,0.0,0.288,1.4240000000000002,7.7,8.3,T,10.0
Finding Nemo,GC,Action,THQ,1.4351999999999998,0.3744,0.0,0.041600000000000005,1.8512000000000002,6.2,5.5,E,13.0
Ace Combat 2,PS,Simulation,Sony Computer Entertainment,0.48640000000000005,0.33440000000000003,1.7024000000000004,0.1824,2.7056000000000004,8.3,8.2,T,19.0
NFL 2K2,PS2,Sports,Sega,1.056,0.8160000000000001,0.0,0.264,2.136,8.5,7.5,E,15.0
Pure,PS3,Racing,Disney Interactive Studios,0.5376000000000001,0.42240000000000005,0.0,0.17920000000000003,1.1392000000000002,8.3,7.8,E,8.0
Resistance: Retribution,PSP,Shooter,Sony Computer Entertainment,0.30240000000000006,0.392,0.056000000000000015,0.23520000000000005,0.9968000000000002,8.1,8.1,M,7.0
Call of Duty: World at War,DS,Shooter,Activision,0.7168000000000001,0.32000000000000006,0.0,0.1024,1.1392000000000002,7.5,7.8,T,8.0
Tiger Woods PGA Tour 12: The Masters,PS3,Sports,Electronic Arts,0.41600000000000004,0.2,0.0,0.08800000000000001,0.7120000000000001,8.0,7.3,E,5.0
FIFA Soccer 09 All-Play,Wii,Sports,Electronic Arts,0.35840000000000005,0.6528,0.0,0.1152,1.1392000000000002,8.0,8.4,E,8.0
LEGO Indiana Jones 2: The Adventure Continues,PS3,Action,Activision,0.5264000000000001,0.32480000000000003,0.0,0.14560000000000003,0.9968000000000002,7.0,7.1,E10+,7.0
Fossil Fighters,DS,Role-Playing,Nintendo,1.0624,0.0,0.0,0.07680000000000001,1.1392000000000002,7.0,7.9,E,8.0
NCAA Football 13,PS3,Action,Electronic Arts,0.5248,0.0,0.0,0.044800000000000006,0.5696000000000001,7.9,4.1,E,4.0
Samba De Amigo,Wii,Misc,Sega,0.5248,0.4736,0.0128,0.1152,1.1264,6.8,8.1,E,8.0
The Simpsons Game,PS3,Action,Electronic Arts,0.5472000000000001,0.5184,0.0,0.216,1.2672,7.1,7.5,T,9.0
Call of Duty: Modern Warfare 2,PC,Shooter,Activision,0.011200000000000002,0.8848000000000003,0.0,0.1008,0.9856000000000001,8.6,4.2,M,7.0
The Tomb Raider Trilogy,PS3,Action,Square Enix,0.21600000000000003,0.36800000000000005,0.0,0.12,0.7040000000000001,7.8,8.1,T,5.0
F1 2010,X360,Racing,Codemasters,0.1728,0.5664,0.009600000000000001,0.09600000000000003,0.8448000000000002,8.4,7.5,E,6.0
Call of Juarez: Bound in Blood,PS3,Shooter,Ubisoft,0.392,0.41440000000000005,0.011200000000000002,0.168,0.9856000000000001,7.8,7.8,M,7.0
NBA 2K6,PS2,Action,Take-Two Interactive,0.7568000000000001,0.5984,0.0,0.19360000000000002,1.5488000000000002,8.4,8.3,E,11.0
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,Square Enix,0.168,0.096,0.36800000000000005,0.064,0.7040000000000001,7.8,8.3,T,5.0
Monster 4X4: World Circuit,Wii,Racing,Ubisoft,1.2800000000000002,0.0,0.016,0.11200000000000002,1.4080000000000001,5.1,7.8,E,10.0
Far Cry: Primal,XOne,Action,Ubisoft,0.0,0.0,0.0,0.0,0.0,7.7,6.4,M,0.0
Resident Evil: Revelations,3DS,Action,Capcom,0.192,0.1408,0.192,0.03200000000000001,0.5632,8.2,8.5,M,4.0
Sonic Chronicles: The Dark Brotherhood,DS,Role-Playing,Sega,0.6400000000000001,0.3712,0.0128,0.1024,1.1264,7.4,7.3,E,8.0
Star Wars: The Force Unleashed,DS,Action,LucasArts,0.6400000000000001,0.35840000000000005,0.0,0.1152,1.1264,6.1,5.5,T,8.0
Grand Theft Auto IV,PC,Action,Take-Two Interactive,0.0128,1.0112000000000003,0.0,0.08960000000000001,1.1264,9.0,6.6,M,8.0
Rock Band 3,X360,Misc,MTV Games,0.7008000000000001,0.0864,0.0,0.05760000000000001,0.8448000000000002,9.3,8.2,T,6.0
WWE SmackDown vs. Raw 2011,X360,Fighting,THQ,0.4224000000000001,0.336,0.0,0.07680000000000001,0.8448000000000002,7.5,7.6,T,6.0
ESPN NHL 2K5,PS2,Sports,Global Star,0.8256000000000002,0.6336000000000002,0.0,0.21120000000000005,1.6896000000000004,8.6,8.1,E,12.0
Borderlands: The Handsome Collection,PS4,Shooter,Take-Two Interactive,0.060800000000000014,0.05280000000000001,0.0048000000000000004,0.022400000000000003,0.1408,8.2,7.8,M,1.0
Crimson Skies: High Road to Revenge,XB,Simulation,Microsoft Game Studios,1.352,0.39520000000000005,0.0,0.062400000000000004,1.8096000000000003,8.8,8.8,T,13.0
Madden NFL 08,Wii,Sports,Electronic Arts,1.1520000000000004,0.0,0.0,0.10080000000000001,1.2528000000000001,7.6,6.8,E,9.0
Spec Ops: Ranger Elite,PS,Shooter,TalonSoft,1.1760000000000002,0.792,0.0,0.14400000000000002,2.088,4.8,6.6,T,15.0
F1 2009,Wii,Racing,Codemasters,0.168,0.6944,0.0,0.12320000000000002,0.9744000000000002,6.9,7.2,E,7.0
Tom Clancy's Ghost Recon: Island Thunder,XB,Shooter,Ubisoft,1.2688,0.49920000000000003,0.0,0.062400000000000004,1.8096000000000003,8.1,8.8,M,13.0
Sleeping Dogs,X360,Action,Square Enix ,0.24320000000000006,0.25600000000000006,0.0064,0.0512,0.5568000000000001,8.0,7.9,M,4.0
Kingdoms of Amalur: Reckoning,X360,Role-Playing,Electronic Arts,0.3520000000000001,0.15360000000000001,0.0064,0.044800000000000006,0.5568000000000001,8.0,7.7,M,4.0
Kingdom Hearts Re: Chain of Memories,PS2,Role-Playing,Square Enix,0.9344,0.038400000000000004,0.0,0.15360000000000001,1.1136000000000001,6.8,7.2,E10+,8.0
Phantasy Star Portable 2,PSP,Role-Playing,Sega,0.08960000000000001,0.12320000000000002,0.6944,0.06720000000000001,0.9744000000000002,6.9,8.1,T,7.0
Michael Jackson: The Experience,X360,Misc,Ubisoft,0.496,0.144,0.0,0.05600000000000001,0.6960000000000001,6.3,6.8,E10+,5.0
LittleBigPlanet Karting,PS3,Action,Sony Computer Entertainment,0.26880000000000004,0.192,0.0064,0.096,0.5568000000000001,7.3,6.9,E,4.0
Tony Hawk's Project 8,PS2,Sports,Activision,1.152,0.048,0.0,0.192,1.3920000000000001,6.9,7.3,T,10.0
GRID,X360,Racing,Codemasters,0.42240000000000005,0.5632,0.0128,0.1152,1.1136000000000001,8.7,7.9,E,8.0
DiRT,X360,Racing,Codemasters,0.5472000000000001,0.5760000000000002,0.0,0.1296,1.2528000000000001,8.3,7.4,E,9.0
Red Faction: Guerrilla,X360,Shooter,THQ,0.5376000000000001,0.32480000000000003,0.011200000000000002,0.1008,0.9744000000000002,8.5,8.1,M,7.0
Fight Night Round 2,PS2,Fighting,Electronic Arts,1.2672,0.05280000000000001,0.0,0.21120000000000003,1.5312000000000003,8.8,9.0,T,11.0
Conflict: Desert Storm,XB,Shooter,SCi,1.0752000000000002,0.8288000000000001,0.0,0.044800000000000006,1.9488000000000003,6.5,8.1,T,14.0
Cooking Mama: World Kitchen,Wii,Simulation,505 Games,0.6528,0.3456000000000001,0.0128,0.1024,1.1136000000000001,6.2,4.9,E,8.0
Brothers in Arms: Hell's Highway,X360,Shooter,Ubisoft,0.6016,0.384,0.0,0.1152,1.1136000000000001,7.6,8.3,M,8.0
Vagrant Story,PS,Role-Playing,Crave Entertainment,0.768,0.5120000000000001,0.768,0.15360000000000001,2.2272000000000003,9.2,8.3,T,16.0
Warriors Orochi,PS2,Action,Tecmo Koei,0.1584,0.1296,0.9216000000000001,0.0432,1.2528000000000001,5.5,8.2,T,9.0
Crysis 3,PS3,Shooter,Electronic Arts,0.12480000000000004,0.20160000000000003,0.014400000000000003,0.07680000000000001,0.4176000000000001,7.7,6.3,M,3.0
Mercenaries 2: World in Flames,PS3,Shooter,Electronic Arts,0.3712,0.4992000000000001,0.0256,0.2048,1.1136000000000001,7.2,7.1,T,8.0
Ghostbusters: The Video Game,Wii,Action,Atari,0.6608,0.22400000000000006,0.0,0.07840000000000003,0.9632000000000002,7.6,8.5,E10+,7.0
Guitar Hero Live,PS4,Misc,Activision,0.054400000000000004,0.060800000000000014,0.0,0.022400000000000003,0.13760000000000003,8.0,6.2,T,1.0
Endless Ocean: Blue World,Wii,Simulation,Nintendo,0.5152000000000001,0.23520000000000005,0.13440000000000002,0.06720000000000001,0.9632000000000002,7.6,8.5,E10+,7.0
Winning Eleven: Pro Evolution Soccer 2007,PSP,Sports,Konami Digital Entertainment,0.016,1.152,0.192,0.016,1.3760000000000001,8.1,8.3,E,10.0
Rocky,PS2,Fighting,Rage Software,0.9408000000000002,0.7392000000000001,0.0,0.24640000000000004,1.9264000000000003,7.4,8.4,T,14.0
Ford Racing,PS,Racing,Empire Interactive,1.1520000000000001,0.792,0.0,0.14400000000000002,2.064,5.3,5.8,E,15.0
Guitar Hero: Warriors of Rock,X360,Misc,Activision,0.45120000000000005,0.29760000000000003,0.0,0.07680000000000001,0.8256000000000002,7.2,6.5,T,6.0
Lemmings,PSP,Puzzle,Sony Computer Entertainment,0.192,0.8160000000000001,0.0,0.36800000000000005,1.3760000000000001,7.6,7.9,E,10.0
Dynasty Warriors 4: Xtreme Legends,PS2,Action,Tecmo Koei,0.3536,0.27040000000000003,1.0608000000000002,0.08320000000000001,1.7888000000000002,7.2,9.1,T,13.0
2010 FIFA World Cup South Africa,X360,Sports,Electronic Arts,0.30720000000000003,0.40320000000000006,0.019200000000000002,0.0864,0.8160000000000002,8.3,8.1,E,6.0
