Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Years_on_Market
NCAA Football 14,X360,Sports,Electronic Arts,1.01,0.0,0.0,0.08,1.09,7.7,5.8,E,3.0
Yakuza 2,PS2,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,7.7,8.1,M,10.0
Guitar Hero 5,PS3,Misc,Activision,0.53,0.39,0.0,0.17,1.09,8.6,5.7,T,7.0
Dragon Ball Z: The Legacy of Goku II,GBA,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,7.5,8.9,E,13.0
NERF N-Strike,Wii,Shooter,Electronic Arts,0.91,0.09,0.0,0.09,1.09,6.6,4.4,E10+,8.0
NFL 2K1,DC,Sports,Sega,1.02,0.05,0.0,0.02,1.09,9.7,6.0,E,16.0
Untold Legends: Brotherhood of the Blade,PSP,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,6.8,7.6,T,11.0
Project CARS,PS4,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,8.3,6.6,E,1.0
Madden NFL 2004,XB,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,9.2,8.3,E,13.0
Sonic and the Black Knight,Wii,Platform,Sega,0.64,0.34,0.01,0.1,1.09,5.4,6.9,E10+,7.0
The Godfather,PS2,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,7.5,8.3,M,10.0
Sonic Free Riders,X360,Racing,Sega,0.74,0.25,0.0,0.09,1.09,4.7,2.1,E,6.0
Star Wars: Bounty Hunter,PS2,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,6.5,8.3,T,14.0
WWE SmackDown vs. Raw 2011,PS3,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,7.4,6.9,T,6.0
NCAA Football 13,X360,Action,Electronic Arts,1.02,0.0,0.0,0.07,1.09,7.6,5.5,E,4.0
Skate 2,X360,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,8.4,8.0,T,7.0
NASCAR Thunder 2004,PS2,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,8.8,8.9,E,13.0
Namco Museum Battle Collection,PSP,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08,7.3,7.2,E10+,11.0
Empire: Total War,PC,Strategy,Sega,0.01,0.97,0.0,0.1,1.08,9.0,6.9,T,7.0
Virtua Fighter 5,PS3,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,8.5,7.4,T,9.0
Dante's Inferno,PS3,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,7.5,7.5,M,6.0
Tom Clancy's Ghost Recon 2,PS2,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,5.8,6.0,T,12.0
Forza Horizon 3,XOne,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08,9.1,7.4,E,0.0
Star Wars: The Force Unleashed,PSP,Action,LucasArts,0.43,0.4,0.0,0.24,1.08,7.0,8.1,T,8.0
Dragon Ball Z: Taiketsu,GBA,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,4.0,6.1,T,13.0
Star Fox: Assault,GC,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,6.7,8.1,T,11.0
Plants vs. Zombies: Garden Warfare,X360,Shooter,Electronic Arts,0.51,0.47,0.0,0.09,1.08,6.9,7.3,E10+,2.0
The Simpsons Game,PSP,Action,Electronic Arts,0.24,0.54,0.0,0.3,1.07,5.9,6.7,T,9.0
LEGO Star Wars II: The Original Trilogy,DS,Action,LucasArts,0.96,0.03,0.0,0.08,1.07,4.7,5.0,E,10.0
Call of Duty 3,PS2,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,8.2,7.4,T,10.0
FIFA Soccer 11,Wii,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.07,7.3,7.3,E,6.0
Prince of Persia,PS3,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,8.5,7.3,T,8.0
Tomb Raider: Underworld,X360,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,7.6,6.6,T,8.0
Pro Evolution Soccer 2008,X360,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,7.6,7.8,E,9.0
SoulCalibur III,PS2,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,8.6,8.4,T,11.0
Tiger Woods PGA Tour 10,Wii,Sports,Electronic Arts,0.6,0.36,0.0,0.11,1.07,8.8,8.8,E,7.0
World Tour Soccer,PSP,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,7.0,5.6,E,11.0
Naruto: Ultimate Ninja Storm,PS3,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,7.5,8.6,T,8.0
Lightning Returns: Final Fantasy XIII,PS3,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,6.6,5.9,T,3.0
Mortal Kombat: Armageddon,PS2,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,7.5,8.5,M,10.0
Freekstyle,PS2,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,8.1,7.3,E,14.0
Grand Theft Auto: Chinatown Wars,PSP,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,9.0,7.3,M,7.0
Spore Creatures,DS,Simulation,Electronic Arts,0.66,0.3,0.0,0.1,1.06,6.5,6.5,E,8.0
The Orange Box,PS3,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,8.9,8.4,M,9.0
DJ Hero,X360,Misc,Activision,0.56,0.39,0.0,0.11,1.06,8.4,8.0,T,7.0
Bully: Scholarship Edition,X360,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,8.0,8.3,T,8.0
NBA Street V3,PS2,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,8.9,8.7,E,11.0
Hulk,PS2,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,7.1,8.3,T,13.0
Overwatch,XOne,Shooter,Activision,0.63,0.33,0.0,0.1,1.06,9.1,5.6,T,0.0
Aliens vs Predator,X360,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,6.4,7.3,M,6.0
Skylanders Giants,PS3,Action,Activision,0.36,0.49,0.0,0.2,1.06,7.7,6.3,E10+,4.0
Diablo II: Lord of Destruction,PC,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,8.7,9.1,M,15.0
Endless Ocean,Wii,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,7.2,8.1,E,9.0
Spider-Man 2,GBA,Action,Activision,0.76,0.28,0.0,0.02,1.06,6.5,7.7,E,12.0
Seek and Destroy,PS2,Racing,Play It,0.52,0.4,0.0,0.14,1.06,6.3,8.8,T,14.0
Darksiders,X360,Action,THQ,0.67,0.28,0.01,0.1,1.06,8.3,7.9,M,6.0
Mercenaries 2: World in Flames,X360,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,7.2,7.2,T,8.0
Warhawk,PS3,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,8.4,8.4,T,9.0
DiRT 3,PS3,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,8.7,7.1,T,5.0
Sega Superstars Tennis,Wii,Sports,Sega,0.28,0.65,0.0,0.13,1.05,7.1,7.0,E10+,8.0
DiRT,PS3,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,8.3,8.0,E,9.0
Call of Duty 4: Modern Warfare,DS,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,7.5,6.9,T,9.0
Resident Evil: The Darkside Chronicles,Wii,Action,Capcom,0.46,0.31,0.2,0.09,1.05,7.5,8.0,M,7.0
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,8.1,9.0,T,10.0
NBA 2K3,PS2,Sports,Sega,0.51,0.4,0.0,0.13,1.05,8.9,8.0,E,14.0
LEGO The Lord of the Rings,PS3,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,8.2,8.3,E10+,4.0
The Simpsons: Road Rage,XB,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,6.1,8.3,T,15.0
Dave Mirra Freestyle BMX,PS,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,8.2,8.4,E,16.0
EA Sports UFC,PS4,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,7.0,6.1,T,2.0
Forza Motorsport,XB,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,9.2,7.6,E,11.0
Virtua Tennis 3,PS3,Sports,Sega,0.23,0.58,0.03,0.21,1.05,8.0,7.9,E,9.0
MVP Baseball 2003,PS2,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,8.1,8.9,E,13.0
WWE SmackDown vs. Raw 2010,X360,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,8.0,8.4,T,7.0
Sleeping Dogs,PS3,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,8.3,7.7,M,4.0
Naruto: Clash of Ninja 2,GC,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,7.4,8.9,T,13.0
Dance Dance Revolution SuperNOVA,PS2,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,7.3,8.7,E10+,10.0
Aliens vs Predator,PS3,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,6.5,7.3,M,6.0
F-Zero: Maximum Velocity,GBA,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,8.6,8.5,E,15.0
Sonic the Hedgehog,X360,Platform,Sega,0.44,0.48,0.0,0.11,1.04,4.6,4.4,E10+,10.0
Need for Speed: Most Wanted,XB,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,8.3,8.8,T,11.0
The Simpsons Game,X360,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,7.1,7.7,T,9.0
F1 2012,PS3,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,8.1,7.5,E,4.0
Brink,X360,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,6.8,5.8,T,5.0
MX vs. ATV Unleashed,PS2,Racing,THQ,0.86,0.03,0.0,0.14,1.03,7.9,8.4,E,11.0
WipEout Pure,PSP,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03,8.8,7.9,E,11.0
UFC Undisputed 3,PS3,Action,THQ,0.55,0.32,0.03,0.13,1.03,8.6,7.4,T,4.0
LEGO Pirates of the Caribbean: The Video Game,X360,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,7.3,7.0,E10+,5.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,8.4,8.1,T,9.0
Super Princess Peach,DS,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,7.5,7.6,E,11.0
Guinness World Records: The Videogame,Wii,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,6.7,7.0,E10+,8.0
NCAA March Madness 2004,PS2,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,8.2,8.8,E,13.0
The Legend of Zelda: Twilight Princess HD,WiiU,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,8.6,8.4,T,0.0
LEGO Indiana Jones: The Original Adventures,PS3,Action,Activision,0.44,0.42,0.0,0.17,1.03,7.7,7.7,E10+,8.0
Tomb Raider,PC,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,8.6,8.5,M,20.0
Street Fighter Alpha 3,PS,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,9.3,8.5,T,18.0
MySims Agents,Wii,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,7.8,8.6,E,7.0
MotorStorm: Arctic Edge,PSP,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,7.9,8.8,T,7.0
FIFA Soccer 08,Wii,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,6.5,6.1,E,9.0
Tiger Woods PGA Tour 08,Wii,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,7.2,7.0,E,9.0
Dragon Ball Z: Budokai Tenkaichi 3,Wii,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,7.2,8.4,T,9.0
Shrek 2,GC,Platform,Activision,0.73,0.26,0.01,0.03,1.02,7.0,6.4,E,12.0
NBA 2K17,XOne,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,9.0,6.2,E,0.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,8.6,8.1,T,9.0
Sonic Unleashed,PS3,Platform,Sega,0.56,0.32,0.01,0.14,1.02,5.4,7.9,E10+,8.0
Disney Universe,Wii,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,6.1,6.0,E10+,5.0
Dance on Broadway,Wii,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,4.8,3.3,E10+,6.0
LEGO Indiana Jones 2: The Adventure Continues,X360,Action,Activision,0.62,0.31,0.0,0.09,1.02,7.1,7.4,E10+,7.0
Bulletstorm,X360,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,8.4,7.6,M,5.0
Skylanders SWAP Force,PS3,Platform,Activision,0.43,0.42,0.0,0.17,1.02,8.3,5.3,E10+,3.0
Madden NFL 07,XB,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,8.3,8.7,E,10.0
Sonic Generations,3DS,Platform,Sega,0.44,0.47,0.01,0.09,1.02,6.6,6.9,E,5.0
Rock Band 2,Wii,Misc,MTV Games,0.93,0.01,0.0,0.08,1.02,9.2,7.7,T,8.0
Harry Potter and the Prisoner of Azkaban,PS2,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,7.0,8.7,E,12.0
Pokemon Conquest,DS,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,8.0,8.2,E,4.0
Wall-E,Wii,Platform,THQ,0.51,0.4,0.0,0.11,1.01,5.1,3.6,E,8.0
Naruto: Clash of Ninja Revolution,Wii,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,7.4,8.0,T,9.0
Ace Combat 6: Fires of Liberation,X360,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,8.0,7.9,T,9.0
The Simpsons Game,Wii,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,6.4,6.1,T,9.0
Ninja Gaiden II,X360,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,8.1,8.0,M,8.0
Assassin's Creed: Rogue,X360,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,7.2,7.3,M,2.0
Rayman Legends,PS4,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,9.0,8.5,E10+,2.0
Prince of Persia,X360,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,8.1,7.0,T,8.0
ZombiU,WiiU,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,7.7,7.7,M,4.0
Pokken Tournament,WiiU,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,7.6,8.0,E10+,0.0
Ford Racing 2,PS2,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,5.1,8.0,E,13.0
NERF N-Strike Elite,Wii,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,6.7,4.5,E10+,7.0
God of War: Ghost of Sparta,PSP,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,8.6,8.4,M,6.0
SoulCalibur II,XB,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,9.2,8.9,T,13.0
Dynasty Warriors 3: Xtreme Legends,PS2,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,7.2,9.3,T,14.0
Rayman Origins,PS3,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,8.7,8.4,E10+,5.0
NFL Fever 2002,XB,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,7.9,8.5,E,16.0
Just Dance 2014,X360,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,7.9,7.8,E10+,3.0
NCAA Football 12,X360,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,8.2,6.6,E,5.0
UFC Undisputed 3,X360,Action,THQ,0.72,0.2,0.0,0.08,0.99,8.5,7.6,T,4.0
Kirby: Mass Attack,DS,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,8.3,8.6,E,5.0
Haze,PS3,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,5.5,6.5,M,8.0
Oddworld: Abe's Exoddus,PS,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,8.8,9.1,T,18.0
The Bouncer,PS2,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,6.6,8.0,T,16.0
DiRT 2,PS3,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,8.7,8.2,T,7.0
Guitar Hero: Aerosmith,PS3,Misc,Activision,0.73,0.15,0.0,0.11,0.99,7.0,5.0,T,8.0
Shadow The Hedgehog,GC,Platform,Sega,0.76,0.2,0.0,0.03,0.99,5.1,6.6,E10+,11.0
EyePet,PS3,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,7.0,8.2,E,7.0
Apollo Justice: Ace Attorney,DS,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,7.8,8.1,T,9.0
Ace Combat X: Skies of Deception,PSP,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,7.5,8.3,T,10.0
Dark Souls,X360,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,8.9,8.4,M,5.0
Midnight Club: LA Remix,PSP,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,7.9,8.7,T,8.0
Pro Evolution Soccer 2008,PSP,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,8.0,6.8,E,8.0
FIFA Soccer 10,Wii,Sports,Electronic Arts,0.23,0.64,0.0,0.11,0.98,7.5,6.2,E,7.0
Tales of Graces f,PS3,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,7.7,8.2,T,6.0
Fallout 3,PC,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,9.1,7.9,M,8.0
Mario Party Advance,GBA,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,5.4,5.4,E,11.0
Zoo Tycoon DS,DS,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,4.4,6.6,E,11.0
WWE SmackDown vs Raw 2008,Wii,Fighting,THQ,0.38,0.5,0.0,0.11,0.98,5.9,5.9,T,9.0
Dead Space 3,X360,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,7.8,6.4,M,3.0
Tom Clancy's Splinter Cell: Blacklist,X360,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,8.2,7.5,M,3.0
NBA 2K10,X360,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,8.2,7.6,E,7.0
NCAA Football 06,XB,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,8.7,8.3,E,11.0
Grand Theft Auto: San Andreas,PC,Action,Take-Two Interactive,0.0,0.93,0.0,0.04,0.97,9.3,8.9,M,11.0
Madden NFL 08,PS3,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,8.1,5.3,E,9.0
Fire Emblem,GBA,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,8.8,9.2,E,13.0
Brutal Legend,X360,Action,Electronic Arts,0.62,0.26,0.0,0.09,0.97,8.2,8.0,M,7.0
Disney Infinity,PS3,Action,Disney Interactive Studios,0.49,0.32,0.0,0.16,0.97,7.5,5.9,E10+,3.0
NHL 2004,PS2,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,8.5,7.6,E,13.0
Grand Theft Auto: Vice City Stories,PS2,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,7.5,7.9,M,9.0
FIFA Soccer 2005,XB,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,8.1,8.7,E,12.0
Mass Effect 3,PC,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,8.9,5.5,M,4.0
Cars,DS,Racing,THQ,0.85,0.04,0.0,0.07,0.97,5.4,2.1,E,10.0
Band Hero,Wii,Misc,Activision,0.59,0.29,0.0,0.09,0.97,7.9,6.6,E10+,7.0
Skylanders: Spyro's Adventure,X360,Action,Activision,0.53,0.34,0.0,0.1,0.97,7.8,5.2,E10+,5.0
LEGO Star Wars II: The Original Trilogy,GC,Action,LucasArts,0.75,0.19,0.0,0.03,0.97,8.4,9.1,E10+,10.0
Medal of Honor: Underground,PS,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,8.6,9.0,T,16.0
Dark Cloud 2,PS2,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,8.7,9.1,T,14.0
Far Cry 3,PC,Shooter,Ubisoft,0.22,0.62,0.0,0.12,0.96,8.8,8.2,M,4.0
Evolve,PS4,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,7.6,4.3,M,1.0
Dead Space 3,PS3,Action,Electronic Arts,0.44,0.36,0.0,0.16,0.96,7.6,6.4,M,3.0
NHL 2001,PS2,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,8.5,8.1,E,16.0
Farming Simulator 2013,PC,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96,6.5,7.5,E,4.0
Guitar Hero: Warriors of Rock,Wii,Misc,Activision,0.47,0.4,0.0,0.09,0.96,7.7,7.5,T,6.0
de Blob,Wii,Platform,THQ,0.49,0.37,0.0,0.1,0.96,8.2,8.6,E,8.0
Shinobi,PS2,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,7.1,7.9,M,14.0
Mortal Kombat: Deadly Alliance,XB,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,8.1,8.4,M,14.0
The Witcher 2: Assassins of Kings,PC,Action,Namco Bandai Games,0.25,0.56,0.0,0.14,0.96,8.8,8.5,M,5.0
Sniper Elite V2,PS3,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,7.0,6.9,M,4.0
ESPN NBA 2K5,XB,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,8.5,8.7,E,12.0
Gangs of London,PSP,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,5.2,6.7,M,10.0
Mario Tennis Open,3DS,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,6.9,6.9,E,4.0
PilotWings Resort,3DS,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,7.1,7.4,E,5.0
World Championship Poker,PS2,Misc,Play It,0.8,0.03,0.0,0.13,0.95,6.0,7.7,E,12.0
My Weight Loss Coach,DS,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,6.3,7.6,E,8.0
Tom Clancy's Splinter Cell: Chaos Theory,PS2,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,8.7,8.6,M,11.0
Sonic Unleashed,X360,Platform,Sega,0.54,0.32,0.0,0.09,0.95,6.0,7.8,E10+,8.0
SpongeBob SquarePants: Battle for Bikini Bottom,GC,Platform,THQ,0.74,0.19,0.0,0.03,0.95,7.1,8.6,E,13.0
PlayStation All-Stars Battle Royale,PS3,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,7.4,7.3,T,4.0
Pro Evolution Soccer 2014,PS3,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,7.8,4.1,E,3.0
Tom Clancy's Ghost Recon: Future Soldier,PS3,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,7.9,6.9,M,4.0
Kessen,PS2,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,7.5,8.4,T,16.0
Driver: San Francisco,PS3,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,7.9,7.7,T,5.0
Army of Two: The 40th Day,X360,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,7.3,7.3,M,6.0
Lost Planet 2,PS3,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,6.8,6.9,T,6.0
LEGO Pirates of the Caribbean: The Video Game,PS3,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,7.3,7.1,E10+,5.0
Killzone,PS2,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,7.0,7.4,M,12.0
The SpongeBob SquarePants Movie,GC,Platform,THQ,0.73,0.19,0.0,0.03,0.94,7.3,7.8,E,12.0
Star Fox 64 3D,3DS,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94,8.1,8.2,E10+,5.0
Castlevania: Lament of Innocence,PS2,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,7.9,8.4,M,13.0
Tom Clancy's Splinter Cell: Blacklist,PS3,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,8.4,7.7,M,3.0
Skylanders: Spyro's Adventure,PS3,Action,Activision,0.39,0.39,0.0,0.16,0.94,7.7,4.8,E10+,5.0
Phantasy Star Portable,PSP,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,6.4,7.8,T,8.0
WWE SmackDown vs. Raw 2009,PS3,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,7.8,7.0,T,8.0
NCAA Football 10,X360,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,8.3,6.7,E,7.0
Brutal Legend,PS3,Action,Electronic Arts,0.54,0.27,0.0,0.13,0.94,8.3,7.6,M,7.0
Tony Hawk: RIDE,Wii,Sports,Activision,0.69,0.17,0.0,0.08,0.94,4.7,4.5,E10+,7.0
Bully,PS2,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,8.7,9.1,T,10.0
Prince of Persia: The Sands of Time,XB,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,9.2,7.8,T,13.0
MLB 06: The Show,PS2,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,8.3,8.9,E,10.0
NHL 2003,PS2,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,7.9,6.8,E,14.0
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,7.7,7.9,T,3.0
EA Sports UFC 2,PS4,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93,7.9,6.2,T,0.0
The Sims 2,DS,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.93,7.0,6.1,E10+,11.0
Tony Hawk's Pro Skater 4,XB,Sports,Activision,0.59,0.3,0.0,0.04,0.93,9.0,8.5,T,14.0
Dragon Age: Inquisition,XOne,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93,8.5,6.9,M,2.0
White Knight Chronicles: International Edition,PS3,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,6.4,7.5,T,8.0
SingStar Abba,PS3,Misc,Sony Computer Entertainment,0.27,0.5,0.0,0.16,0.93,7.0,5.5,T,8.0
Kirby: Planet Robobot,3DS,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,8.1,8.7,E,0.0
Guitar Hero: Metallica,Wii,Misc,Activision,0.4,0.43,0.0,0.1,0.93,8.5,8.6,T,7.0
Teenage Mutant Ninja Turtles,GBA,Action,Unknown,0.67,0.25,0.0,0.02,0.93,7.1,8.8,E,13.0
Bayonetta,X360,Action,Sega,0.51,0.25,0.09,0.08,0.93,9.0,8.0,M,7.0
