Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,1.7120000000000002,0.064,0.0,0.27999999999999997,2.056,7.8,7.8,E
Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,Capcom,0.296,0.21600000000000003,1.4000000000000001,0.144,2.056,7.2,8.7,T
Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,1.36,0.472,0.168,0.05600000000000001,2.048,7.3,8.3,E
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,1.688,0.17600000000000002,0.0,0.18400000000000002,2.048,8.3,5.5,E
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,1.4080000000000001,0.44000000000000006,0.024,0.17600000000000002,2.048,8.6,7.9,M
Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,0.968,0.45599999999999996,0.5599999999999999,0.05600000000000001,2.032,7.3,8.0,E
LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,0.512,0.976,0.008,0.536,2.032,8.7,7.8,E10+
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,1.768,0.096,0.0,0.16000000000000003,2.024,8.3,7.0,E
Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,0.9039999999999999,0.8960000000000001,0.048,0.17600000000000002,2.016,8.0,7.9,T
Art Academy,DS,2010.0,Misc,Nintendo,0.20800000000000002,1.32,0.264,0.22400000000000003,2.016,7.5,8.0,E
NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,1.6800000000000002,0.15200000000000002,0.0,0.18400000000000002,2.016,8.7,4.9,E
Skylanders Giants,Wii,2012.0,Action,Activision,1.184,0.664,0.0,0.168,2.016,7.8,7.0,E10+
Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,0.8880000000000001,0.68,0.23199999999999998,0.2,2.0,5.0,5.4,E
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,1.832,0.016,0.0,0.15200000000000002,2.0,8.2,7.5,T
Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,Midway Games,1.4480000000000002,0.41600000000000004,0.0,0.12,1.9920000000000002,7.9,8.8,M
Game Party,Wii,2007.0,Misc,Midway Games,1.176,0.6160000000000001,0.0,0.192,1.984,2.5,4.3,E
Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,0.8240000000000001,0.6480000000000001,0.20800000000000002,0.30400000000000005,1.984,9.2,8.6,M
Mario Party 4,GC,2002.0,Misc,Nintendo,0.9039999999999999,0.288,0.7360000000000001,0.05600000000000001,1.9760000000000002,7.0,7.4,E
Pure,X360,2008.0,Racing,Disney Interactive Studios,1.1039999999999999,0.672,0.0,0.2,1.9760000000000002,8.5,7.7,E
NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,1.3840000000000001,0.34400000000000003,0.04000000000000001,0.21600000000000003,1.9760000000000002,9.0,8.0,E
Saints Row: The Third,PS3,2011.0,Action,THQ,0.6880000000000001,0.8320000000000001,0.144,0.30400000000000005,1.9760000000000002,8.2,7.7,M
Resistance 2,PS3,2008.0,Shooter,Sony Computer Entertainment,0.9199999999999999,0.672,0.08000000000000002,0.30400000000000005,1.968,8.7,6.1,M
NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,1.176,0.43200000000000005,0.008,0.34400000000000003,1.9600000000000002,8.3,7.0,E
Final Fantasy Tactics,PS,1997.0,Role-Playing,SquareSoft,0.7440000000000001,0.096,1.072,0.048,1.9600000000000002,8.3,8.2,T
Midnight Club: Los Angeles,PS3,2008.0,Racing,Take-Two Interactive,1.2480000000000002,0.42400000000000004,0.04000000000000001,0.248,1.9600000000000002,8.2,8.2,T
The Sims: Bustin' Out,PS2,2003.0,Simulation,Electronic Arts,0.8560000000000001,0.952,0.0,0.144,1.9440000000000002,8.1,8.4,T
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,1.024,0.7440000000000001,0.0,0.17600000000000002,1.9440000000000002,7.9,8.0,E10+
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision,1.168,0.592,0.0,0.17600000000000002,1.936,7.8,3.1,M
Madden NFL 16,XOne,2015.0,Sports,Electronic Arts,1.6640000000000001,0.064,0.0,0.20800000000000002,1.936,8.4,6.1,E
Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,1.2480000000000002,0.48,0.016,0.18400000000000002,1.936,8.2,7.8,M
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,0.6960000000000001,0.776,0.0,0.46399999999999997,1.936,7.3,7.9,E10+
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,Atari,1.304,0.17600000000000002,0.40800000000000003,0.048,1.9280000000000002,6.6,8.2,T
pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.23199999999999998,0.9359999999999999,0.43200000000000005,0.328,1.9280000000000002,7.7,6.8,E
ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,1.656,0.20800000000000002,0.0,0.064,1.9280000000000002,8.2,8.4,E
Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,0.5519999999999999,0.0,0.032,1.344,1.9280000000000002,6.2,6.2,E10+
Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,Microsoft Game Studios,1.152,0.5599999999999999,0.032,0.17600000000000002,1.92,8.2,8.1,M
Guitar Hero,PS2,2005.0,Misc,RedOctane,1.336,0.488,0.024,0.05600000000000001,1.904,9.1,8.7,T
Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,1.6320000000000001,0.12,0.0,0.16000000000000003,1.904,8.3,6.1,E
Dead Island,X360,2011.0,Action,Deep Silver,1.184,0.5519999999999999,0.0,0.16000000000000003,1.8960000000000001,7.1,6.9,M
Half-Life 2,PC,2004.0,Shooter,Vivendi Games,1.8239999999999998,0.016,0.064,0.0,1.8960000000000001,9.6,9.1,M
The Incredibles,PS2,2004.0,Action,THQ,0.768,0.8640000000000001,0.032,0.24,1.8960000000000001,6.2,7.6,T
Madden NFL 08,X360,2007.0,Sports,Electronic Arts,1.7440000000000002,0.008,0.0,0.144,1.8960000000000001,8.5,6.4,E
Tony Hawk's Underground 2,PS2,2004.0,Sports,Activision,1.0,0.6880000000000001,0.008,0.20800000000000002,1.8960000000000001,8.3,8.8,T
Zumba Fitness,X360,2010.0,Sports,505 Games,1.3920000000000001,0.36000000000000004,0.0,0.144,1.8960000000000001,4.2,5.5,E
Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,1.6239999999999999,0.10400000000000001,0.0,0.168,1.8960000000000001,8.5,6.8,E
Midnight Club: Los Angeles,X360,2008.0,Racing,Take-Two Interactive,1.344,0.36000000000000004,0.008,0.168,1.8800000000000001,8.1,8.5,T
Kinect: Disneyland Adventures,X360,2011.0,Misc,Microsoft Game Studios,1.3840000000000001,0.34400000000000003,0.016,0.136,1.8800000000000001,7.3,2.9,E10+
WWE SmackDown vs Raw 2008,PS2,2007.0,Fighting,THQ,0.7360000000000001,0.0,0.008,1.128,1.8719999999999999,7.1,7.2,T
The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,0.9199999999999999,0.44000000000000006,0.376,0.136,1.8719999999999999,8.9,9.0,E10+
Resident Evil - Code: Veronica X,PS2,2001.0,Action,Capcom,0.8640000000000001,0.5599999999999999,0.272,0.168,1.8719999999999999,8.4,8.4,M
NBA 2K16,XOne,2015.0,Sports,Take-Two Interactive,1.56,0.12,0.0,0.192,1.8719999999999999,8.6,6.2,E10+
Kinect Sports: Season Two,X360,2011.0,Sports,Microsoft Game Studios,1.1039999999999999,0.576,0.016,0.17600000000000002,1.8719999999999999,6.6,6.5,E
James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,Electronic Arts,0.68,0.8480000000000001,0.072,0.256,1.848,8.4,9.1,T
Need For Speed: High Stakes,PS,1999.0,Racing,Electronic Arts,1.2640000000000002,0.512,0.0,0.072,1.848,8.6,8.5,E
Guild Wars 2,PC,2012.0,Action,NCSoft,0.768,0.8560000000000001,0.0,0.21600000000000003,1.848,9.0,7.9,T
Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,0.8960000000000001,0.328,0.512,0.11200000000000002,1.8399999999999999,7.5,5.6,E
Batman: Arkham Origins,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,0.8560000000000001,0.6400000000000001,0.032,0.30400000000000005,1.832,7.6,7.7,T
LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,LucasArts,0.8160000000000001,0.7200000000000001,0.0,0.288,1.832,8.0,6.7,E10+
Need for Speed Underground 2,XB,2004.0,Racing,Electronic Arts,1.1039999999999999,0.6400000000000001,0.0,0.08000000000000002,1.8239999999999998,7.7,8.7,E
Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,0.24,1.016,0.36800000000000005,0.20800000000000002,1.8239999999999998,7.8,6.7,E
FIFA Soccer 09,PS2,2008.0,Sports,Electronic Arts,0.30400000000000005,0.05600000000000001,0.008,1.4560000000000002,1.8239999999999998,8.2,6.9,E
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.8560000000000001,0.792,0.0,0.17600000000000002,1.8239999999999998,7.2,7.2,E10+
The Sims 3,X360,2010.0,Simulation,Electronic Arts,1.016,0.6480000000000001,0.0,0.16000000000000003,1.8239999999999998,7.6,7.1,T
Pokemon Ranger: Shadows of Almia,DS,2008.0,Role-Playing,Nintendo,0.752,0.42400000000000004,0.496,0.144,1.8239999999999998,6.8,8.2,E
Dead Island,PS3,2011.0,Action,Deep Silver,0.8640000000000001,0.584,0.12,0.248,1.816,7.1,6.6,M
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo,0.976,0.08000000000000002,0.7280000000000001,0.032,1.816,8.1,8.9,E
Wario Land 4,GBA,2001.0,Platform,Nintendo,0.7200000000000001,0.584,0.43200000000000005,0.072,1.8079999999999998,8.8,8.9,E
Sonic's Ultimate Genesis Collection,PS3,2009.0,Misc,Sega,1.072,0.48,0.0,0.248,1.8079999999999998,8.0,8.6,E10+
Far Cry: Primal,PS4,2016.0,Action,Ubisoft,0.48,1.0,0.048,0.27999999999999997,1.8079999999999998,7.6,6.3,M
Battlefield 1,XOne,2016.0,Shooter,Electronic Arts,1.024,0.6160000000000001,0.0,0.16000000000000003,1.8,8.7,8.2,M
Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,Capcom,0.496,0.35200000000000004,0.8480000000000001,0.10400000000000001,1.8,8.4,9.0,M
Paper Mario: The Thousand-Year Door,GC,2004.0,Role-Playing,Nintendo,1.184,0.2,0.36800000000000005,0.048,1.8,8.7,9.4,E
Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.544,0.12,0.0,0.136,1.8,7.9,5.5,E
God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,0.984,0.504,0.032,0.27999999999999997,1.8,8.0,7.5,M
Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,1.1199999999999999,0.42400000000000004,0.016,0.24,1.7920000000000003,8.3,7.8,T
Sonic Advance,GBA,2001.0,Platform,Sega,0.952,0.568,0.17600000000000002,0.10400000000000001,1.7920000000000003,8.7,8.1,E
Super Monkey Ball: Banana Blitz,Wii,2006.0,Misc,Sega,0.8400000000000001,0.7280000000000001,0.032,0.192,1.7920000000000003,7.4,5.7,E
New Super Luigi U,WiiU,2013.0,Platform,Nintendo,1.0,0.496,0.144,0.144,1.7920000000000003,7.7,7.9,E
Spyro: Season of Ice,GBA,2001.0,Platform,Vivendi Games,1.032,0.664,0.0,0.08800000000000001,1.784,7.4,8.0,E
Dissidia: Final Fantasy,PSP,2008.0,Fighting,Square Enix,0.40800000000000003,0.4,0.7280000000000001,0.248,1.784,7.9,8.0,T
Madden NFL 25,X360,2013.0,Sports,Electronic Arts,1.584,0.048,0.0,0.15200000000000002,1.784,8.0,5.6,E
Borderlands 2,PS3,2012.0,Shooter,Take-Two Interactive,0.8400000000000001,0.576,0.08000000000000002,0.27999999999999997,1.784,9.1,8.2,M
Prince of Persia: The Sands of Time,PS2,2003.0,Action,Ubisoft,0.7040000000000001,0.8240000000000001,0.0,0.248,1.7760000000000002,9.2,8.8,T
Monster Hunter Tri,Wii,2009.0,Role-Playing,Nintendo,0.52,0.32000000000000006,0.8400000000000001,0.08800000000000001,1.7760000000000002,8.4,8.6,T
LEGO Marvel Super Heroes,X360,2013.0,Action,Warner Bros. Interactive Entertainment,0.992,0.6320000000000001,0.0,0.15200000000000002,1.7760000000000002,8.0,7.6,E10+
Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,0.44000000000000006,0.952,0.11200000000000002,0.264,1.768,7.3,7.3,M
Star Wars: The Force Unleashed,PS3,2008.0,Action,LucasArts,0.808,0.68,0.0,0.27999999999999997,1.768,7.1,6.6,T
Guitar Hero II,X360,2007.0,Misc,Activision,1.6079999999999999,0.016,0.0,0.136,1.7600000000000002,9.2,8.1,T
Forza Motorsport 5,XOne,2013.0,Racing,Microsoft Game Studios,0.968,0.6320000000000001,0.008,0.15200000000000002,1.7600000000000002,7.9,5.9,E
Rock Band 2,X360,2008.0,Misc,Electronic Arts,1.4240000000000002,0.192,0.0,0.144,1.7600000000000002,9.2,8.3,T
Need for Speed: Hot Pursuit,X360,2010.0,Racing,Electronic Arts,0.8240000000000001,0.768,0.0,0.168,1.7600000000000002,8.8,7.0,E10+
LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action,Activision,1.1199999999999999,0.472,0.0,0.16000000000000003,1.7600000000000002,8.0,7.9,E
BioShock 2,X360,2010.0,Shooter,Take-Two Interactive,1.16,0.43200000000000005,0.016,0.15200000000000002,1.7600000000000002,8.8,8.2,M
Star Wars: Knights of the Old Republic,XB,2003.0,Role-Playing,Activision,1.344,0.35200000000000004,0.0,0.064,1.752,9.4,9.2,T
Madden NFL 15,PS4,2014.0,Sports,Electronic Arts,1.2320000000000002,0.2,0.0,0.32000000000000006,1.752,8.1,6.1,E
Pro Evolution Soccer 2012,PS3,2011.0,Action,Konami Digital Entertainment,0.272,0.768,0.44000000000000006,0.264,1.752,8.0,6.6,E
Saints Row,X360,2006.0,Action,THQ,0.9359999999999999,0.6160000000000001,0.016,0.17600000000000002,1.7440000000000002,8.1,7.5,M
ATV Offroad Fury 2,PS2,2002.0,Racing,THQ,1.536,0.16000000000000003,0.0,0.048,1.7440000000000002,8.2,8.9,E
FIFA 15,XOne,2014.0,Sports,Electronic Arts,0.48,1.136,0.0,0.128,1.7440000000000002,8.2,5.4,E
Tom Clancy's The Division,XOne,2016.0,Shooter,Ubisoft,1.032,0.544,0.0,0.16000000000000003,1.7280000000000002,8.0,6.9,M
Final Fantasy XIII,X360,2010.0,Role-Playing,Square Enix,1.024,0.536,0.008,0.168,1.7280000000000002,8.2,6.3,T
The Sims: House Party,PC,2001.0,Simulation,Electronic Arts,0.984,0.664,0.0,0.08000000000000002,1.7280000000000002,7.4,7.9,T
Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.336,0.24,0.016,0.144,1.7280000000000002,7.9,7.6,E10+
Sonic Unleashed,Wii,2008.0,Platform,Sega,1.008,0.536,0.016,0.168,1.7280000000000002,6.6,7.3,E10+
Pokemon Ranger,DS,2006.0,Role-Playing,Nintendo,1.024,0.024,0.584,0.096,1.72,6.9,7.6,E
Overwatch,PS4,2016.0,Shooter,Activision,0.6480000000000001,0.68,0.12,0.264,1.7120000000000002,9.0,6.1,T
Hitman: Absolution,PS3,2012.0,Action,Square Enix,0.472,0.8400000000000001,0.05600000000000001,0.35200000000000004,1.7120000000000002,8.3,7.5,M
Call of Duty: Roads to Victory,PSP,2007.0,Shooter,Activision,0.41600000000000004,0.8160000000000001,0.0,0.472,1.704,6.4,7.5,T
Dance Dance Revolution Extreme,PS2,2004.0,Simulation,Konami Digital Entertainment,0.8320000000000001,0.6480000000000001,0.0,0.21600000000000003,1.704,7.7,9.0,E
Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,SquareSoft,0.656,0.296,0.7120000000000001,0.04000000000000001,1.704,8.7,7.8,E
Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,Ubisoft,1.192,0.36800000000000005,0.0,0.144,1.6960000000000002,6.2,5.2,E
Project Gotham Racing,XB,2001.0,Racing,Microsoft Game Studios,1.096,0.488,0.04000000000000001,0.072,1.6960000000000002,8.5,8.2,E
NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.2960000000000003,0.20800000000000002,0.04000000000000001,0.144,1.688,9.0,6.7,E
Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,Electronic Arts,1.344,0.248,0.016,0.072,1.688,8.9,8.5,E
Dynasty Warriors 4,PS2,2003.0,Action,Tecmo Koei,0.504,0.168,0.9039999999999999,0.10400000000000001,1.688,7.8,9.3,T
NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.152,0.248,0.032,0.256,1.688,8.4,4.9,E
Parasite Eve,PS,1998.0,Role-Playing,SquareSoft,0.752,0.05600000000000001,0.8400000000000001,0.032,1.6800000000000002,8.1,8.9,M
Tetris DS,DS,2006.0,Puzzle,Nintendo,0.504,0.04000000000000001,1.08,0.064,1.6800000000000002,8.4,8.7,E
Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,0.568,0.752,0.11200000000000002,0.256,1.6800000000000002,7.3,5.0,M
Mortal Kombat,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.304,0.248,0.0,0.128,1.6800000000000002,8.6,8.3,M
Borderlands,PS3,2009.0,Shooter,Take-Two Interactive,0.96,0.48,0.0,0.23199999999999998,1.672,8.3,7.9,M
Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom,0.792,0.504,0.23199999999999998,0.15200000000000002,1.672,8.4,9.0,M
NBA 2K11,X360,2010.0,Action,Take-Two Interactive,1.4720000000000002,0.096,0.008,0.10400000000000001,1.672,8.9,8.1,E
Dying Light,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.768,0.536,0.096,0.272,1.672,7.4,7.9,M
Dead Rising,X360,2006.0,Action,Capcom,0.9279999999999999,0.512,0.064,0.16000000000000003,1.6640000000000001,8.5,7.6,M
World of Warcraft: Cataclysm,PC,2010.0,Role-Playing,Activision,1.4160000000000001,0.256,0.0,0.0,1.6640000000000001,9.0,5.6,T
Tetris Worlds,PS2,2002.0,Puzzle,THQ,0.8880000000000001,0.568,0.0,0.21600000000000003,1.6640000000000001,4.4,6.2,E
Final Fantasy III,DS,2006.0,Role-Playing,Square Enix,0.7120000000000001,0.032,0.8560000000000001,0.072,1.6640000000000001,7.7,7.1,E10+
Mario Party 5,GC,2003.0,Misc,Nintendo,0.776,0.264,0.584,0.048,1.6640000000000001,6.9,8.2,E
Portal 2,X360,2011.0,Shooter,Valve Software,1.128,0.392,0.008,0.136,1.6640000000000001,9.5,8.5,E10+
Mario Sports Mix,Wii,2010.0,Sports,Nintendo,0.7040000000000001,0.35200000000000004,0.504,0.096,1.6640000000000001,6.4,7.1,E
Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,Electronic Arts,1.4160000000000001,0.096,0.016,0.136,1.656,7.2,7.8,E10+
The Sims 2: Pets,DS,2006.0,Simulation,Electronic Arts,0.7360000000000001,0.7440000000000001,0.0,0.17600000000000002,1.656,4.9,5.2,E
Dance Dance Revolution: Hottest Party,Wii,2007.0,Simulation,Konami Digital Entertainment,1.08,0.41600000000000004,0.0,0.15200000000000002,1.656,7.3,7.1,E10+
DriveClub,PS4,2014.0,Racing,Sony Computer Entertainment,0.288,1.1039999999999999,0.016,0.248,1.656,7.1,6.1,E
UFC 2009 Undisputed,X360,2009.0,Fighting,THQ,1.184,0.31200000000000006,0.0,0.15200000000000002,1.6480000000000001,8.3,7.9,T
Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.36800000000000005,0.328,0.768,0.192,1.6480000000000001,8.9,8.9,T
Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,Square Enix,0.504,0.328,0.6000000000000001,0.20800000000000002,1.6480000000000001,8.2,8.6,E10+
SoulCalibur II,PS2,2003.0,Fighting,Namco Bandai Games,0.8480000000000001,0.496,0.10400000000000001,0.2,1.6480000000000001,9.2,8.8,T
Need for Speed: ProStreet,X360,2007.0,Racing,Electronic Arts,0.8320000000000001,0.6320000000000001,0.008,0.168,1.64,7.2,7.1,E10+
Sonic Mega Collection,GC,2002.0,Misc,Infogrames,1.176,0.384,0.04000000000000001,0.048,1.64,7.5,8.8,E
Need For Speed: Undercover,PS3,2008.0,Racing,Electronic Arts,0.504,0.8,0.04000000000000001,0.30400000000000005,1.64,5.9,5.9,T
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,Sony Computer Entertainment,1.3920000000000001,0.016,0.0,0.22400000000000003,1.6320000000000001,7.2,9.0,T
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,Ubisoft,0.568,0.8160000000000001,0.0,0.248,1.6320000000000001,8.2,8.2,T
Need for Speed: ProStreet,PS3,2007.0,Racing,Electronic Arts,0.584,0.7280000000000001,0.032,0.288,1.6320000000000001,7.3,6.0,E10+
Donkey Kong Country,GBA,2003.0,Platform,Nintendo,0.96,0.384,0.23199999999999998,0.05600000000000001,1.6320000000000001,7.8,8.9,E
Dance Central 2,X360,2011.0,Misc,Microsoft Game Studios,1.16,0.328,0.008,0.128,1.6320000000000001,8.6,8.2,T
Carnival Games,DS,2008.0,Misc,Take-Two Interactive,0.968,0.504,0.0,0.15200000000000002,1.6239999999999999,4.8,3.3,E
NBA Live 2004,PS2,2003.0,Sports,Electronic Arts,1.2560000000000002,0.144,0.0,0.21600000000000003,1.6239999999999999,8.6,7.7,E
Call of Duty 2,X360,2005.0,Shooter,Activision,1.4560000000000002,0.032,0.008,0.128,1.6239999999999999,8.9,8.1,T
Rayman Raving Rabbids: TV Party,Wii,2008.0,Misc,Ubisoft,0.576,0.8640000000000001,0.0,0.18400000000000002,1.6239999999999999,7.3,7.7,E10+
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005.0,Role-Playing,Nintendo,0.9199999999999999,0.032,0.664,0.0,1.616,6.2,8.1,E
Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai Games,0.6000000000000001,0.40800000000000003,0.43200000000000005,0.17600000000000002,1.616,8.9,8.7,M
Just Dance 3,X360,2011.0,Misc,Ubisoft,1.176,0.31200000000000006,0.0,0.128,1.616,7.0,7.7,E10+
Battlefield 4,XOne,2013.0,Shooter,Electronic Arts,1.0,0.46399999999999997,0.0,0.15200000000000002,1.616,8.1,6.6,M
Fire Emblem: Awakening,3DS,2012.0,Role-Playing,Nintendo,0.7200000000000001,0.36000000000000004,0.43200000000000005,0.10400000000000001,1.6079999999999999,9.2,9.1,T
Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,0.46399999999999997,0.8320000000000001,0.024,0.288,1.6079999999999999,6.4,6.4,T
Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,0.584,0.7040000000000001,0.064,0.256,1.6079999999999999,8.9,7.4,M
Dead Space,PS3,2008.0,Action,Electronic Arts,0.8400000000000001,0.528,0.0,0.23199999999999998,1.6,8.8,8.8,M
Mortal Kombat vs. DC Universe,PS3,2008.0,Fighting,Midway Games,1.184,0.22400000000000003,0.0,0.18400000000000002,1.6,7.6,7.1,T
TouchMaster,DS,2007.0,Puzzle,Midway Games,0.384,1.016,0.0,0.192,1.6,7.1,5.7,E10+
Tenchu: Stealth Assassins,PS,1997.0,Action,Activision,0.76,0.512,0.21600000000000003,0.10400000000000001,1.592,8.7,8.8,M
Harry Potter and the Chamber of Secrets,GBA,2002.0,Action,Electronic Arts,0.968,0.512,0.04000000000000001,0.072,1.592,7.6,7.9,E
Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,Square Enix,0.8480000000000001,0.20800000000000002,0.42400000000000004,0.10400000000000001,1.584,7.5,7.8,E10+
Skate 3,PS3,2010.0,Sports,Electronic Arts,0.6320000000000001,0.7040000000000001,0.0,0.256,1.584,8.0,7.6,T
Need for Speed Rivals,PS4,2013.0,Racing,Electronic Arts,0.584,0.7360000000000001,0.024,0.24,1.584,8.0,6.2,E10+
Spyro: Enter the Dragonfly,PS2,2002.0,Platform,Universal Interactive,0.592,0.76,0.0,0.22400000000000003,1.576,5.6,4.1,E
Devil May Cry 2,PS2,2003.0,Action,Capcom,0.568,0.46399999999999997,0.40800000000000003,0.136,1.576,6.8,6.6,M
Hot Shots Golf: Open Tee,PSP,2004.0,Sports,Sony Computer Entertainment,0.4,0.4,0.504,0.264,1.568,8.1,8.7,E10+
Forza Horizon,X360,2012.0,Racing,Microsoft Game Studios,0.656,0.7440000000000001,0.032,0.144,1.568,8.5,8.4,T
Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,Ubisoft,0.8720000000000001,0.52,0.016,0.16000000000000003,1.56,8.8,8.3,M
Crash Nitro Kart,PS2,2003.0,Racing,Vivendi Games,0.592,0.808,0.0,0.16000000000000003,1.56,6.9,7.7,E
Resident Evil 6,X360,2012.0,Shooter,Capcom,0.8960000000000001,0.48,0.05600000000000001,0.128,1.56,6.7,5.0,M
Grand Theft Auto: San Andreas,XB,2005.0,Action,Take-Two Interactive,1.008,0.488,0.0,0.072,1.56,9.3,8.6,AO
NBA Street Vol. 2,PS2,2003.0,Sports,Electronic Arts,1.352,0.16000000000000003,0.0,0.048,1.56,9.0,8.8,E
Def Jam Vendetta,PS2,2003.0,Fighting,Electronic Arts,0.76,0.592,0.0,0.2,1.552,8.0,8.9,T
Kirby Squeak Squad,DS,2006.0,Platform,Nintendo,0.6240000000000001,0.016,0.8400000000000001,0.064,1.552,7.1,8.1,E
Burnout Paradise,PS3,2008.0,Racing,Electronic Arts,0.808,0.496,0.016,0.23199999999999998,1.552,8.7,7.7,E10+
The Sims 3,PS3,2010.0,Simulation,Electronic Arts,0.584,0.7120000000000001,0.016,0.24,1.552,7.8,6.4,T
FIFA Soccer 09,X360,2008.0,Sports,Electronic Arts,0.392,1.008,0.008,0.144,1.552,8.7,8.0,E
Dragon Ball Z: Budokai 3,PS2,2004.0,Fighting,Atari,0.8720000000000001,0.12,0.52,0.032,1.552,7.7,8.9,T
Call of Duty: World at War,Wii,2008.0,Shooter,Activision,0.9359999999999999,0.46399999999999997,0.0,0.144,1.552,8.3,7.6,M
Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,Ubisoft,1.136,0.32000000000000006,0.0,0.096,1.552,6.3,8.3,M
BioShock Infinite,X360,2013.0,Shooter,Take-Two Interactive,0.976,0.43200000000000005,0.016,0.128,1.544,9.3,8.5,M
X-Men Legends,PS2,2004.0,Role-Playing,Activision,0.8,0.576,0.0,0.168,1.544,7.9,8.5,T
Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,1.2240000000000002,0.18400000000000002,0.0,0.128,1.544,7.2,7.5,T
Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.6240000000000001,0.6320000000000001,0.032,0.248,1.544,8.6,6.0,T
Red Faction,PS2,2001.0,Shooter,THQ,0.6080000000000001,0.768,0.0,0.16000000000000003,1.536,8.8,8.0,M
The Sims: Makin' Magic,PC,2003.0,Simulation,Electronic Arts,0.8240000000000001,0.6400000000000001,0.0,0.072,1.536,8.0,8.6,T
Mario Party: Island Tour,3DS,2013.0,Misc,Nintendo,0.496,0.512,0.44000000000000006,0.08800000000000001,1.536,5.7,6.3,E
